2084,Purple-capped Fruit Dove,9
2085,Kosrae Fruit Dove,5
2086,Palau Fruit Dove,37
2087,Lilac-crowned Fruit Dove,12
2088,Mariana Fruit Dove,105
2089,Rose-crowned Fruit Dove,517
2090,Silver-capped Fruit Dove,47
2091,Grey-green Fruit Dove,65
2092,Makatea Fruit Dove,20
2093,Atoll Fruit Dove,46
2094,Red-bellied Fruit Dove,63
2095,Rapa Fruit Dove,8
2096,White-capped Fruit Dove,38
2097,Red-moustached Fruit Dove,6
2098,Henderson Fruit Dove,23
2099,Coroneted Fruit Dove,51
2100,Beautiful Fruit Dove,249
2101,Blue-capped Fruit Dove,70
2102,White-bibbed Fruit Dove,58
2103,Yellow-bibbed Fruit Dove,32
2104,Claret-breasted Fruit Dove,57
2105,White-headed Fruit Dove,29
2106,Orange-bellied Fruit Dove,97
2107,Knob-billed Fruit Dove,38
2108,Grey-headed Fruit Dove,60
2109,Carunculated Fruit Dove,40
2110,Black-naped Fruit Dove,305
2111,Dwarf Fruit Dove,30
2112,Negros Fruit Dove,14
2113,Orange Fruit Dove,86
2114,Golden Fruit Dove,57
2115,Whistling Fruit Dove,15
2116,Cloven-feathered Dove,83
2117,Mauritius Blue Pigeon,20
2118,Madagascan Blue Pigeon,101
2119,Comoros Blue Pigeon,51
2120,Seychelles Blue Pigeon,193
2121,Pink-bellied Imperial Pigeon,32
2122,White-bellied Imperial Pigeon,81
2123,Mindoro Imperial Pigeon,27
2124,Grey-headed Imperial Pigeon,17
2125,Spotted Imperial Pigeon,45
2126,Green Imperial Pigeon,1081
2127,Nicobar Imperial Pigeon,17
2128,Spectacled Imperial Pigeon,56
2129,Seram Imperial Pigeon,16
2130,Elegant Imperial Pigeon,53
2131,Pacific Imperial Pigeon,73
2132,Micronesian Imperial Pigeon,16
2133,Polynesian Imperial Pigeon,16
2134,Marquesan Imperial Pigeon,37
2135,Red-knobbed Imperial Pigeon,84
2136,Spice Imperial Pigeon,67
2137,Purple-tailed Imperial Pigeon,102
2138,Cinnamon-bellied Imperial Pigeon,27
2139,Finsch's Imperial Pigeon,16
2140,Rufescent Imperial Pigeon,7
2141,Island Imperial Pigeon,78
2142,Pink-headed Imperial Pigeon,69
2143,Christmas Imperial Pigeon,72
2144,Grey Imperial Pigeon,51
2145,Barking Imperial Pigeon,77
2146,Chestnut-bellied Imperial Pigeon,14
2147,Vanuatu Imperial Pigeon,12
2148,Goliath Imperial Pigeon,125
2149,Pinon's Imperial Pigeon,160
2150,Black Imperial Pigeon,30
2151,Collared Imperial Pigeon,131
2152,Zoe's Imperial Pigeon,59
2153,Mountain Imperial Pigeon,444
2154,Dark-backed Imperial Pigeon,25
2155,Timor Imperial Pigeon,38
2156,Pied Imperial Pigeon,1104
2157,Silver-tipped Imperial Pigeon,75
2158,Torresian Imperial Pigeon,472
2159,Yellowish Imperial Pigeon,28
2160,Topknot Pigeon,474
2161,New Zealand Pigeon,1490
2162,Chatham Pigeon,160
2163,Sombre Pigeon,23
2164,Papuan Mountain Pigeon,114
2165,Buru Mountain Pigeon,16
2166,Seram Mountain Pigeon,12
2167,Pale Mountain Pigeon,9
2168,Hoatzin,1874
2169,Great Blue Turaco,685
2170,Guinea Turaco,431
2171,Livingstone's Turaco,208
2172,Schalow's Turaco,178
2173,Knysna Turaco,345
2174,Black-billed Turaco,40
2175,Fischer's Turaco,205
2176,Yellow-billed Turaco,55
2177,White-crested Turaco,240
2178,Bannerman's Turaco,29
2179,Red-crested Turaco,543
2180,Hartlaub's Turaco,248
2181,White-cheeked Turaco,654
2182,Ruspoli's Turaco,86
2183,Purple-crested Turaco,442
2184,Rwenzori Turaco,53
2185,Violet Turaco,637
2186,Ross's Turaco,282
2187,Grey Go-away-bird,1277
2188,Bare-faced Go-away-bird,326
2189,White-bellied Go-away-bird,492
2190,Western Plantain-eater,554
2191,Eastern Plantain-eater,328
2192,Guira Cuckoo,2760
2193,Greater Ani,998
2194,Smooth-billed Ani,2772
2195,Groove-billed Ani,2051
2196,Striped Cuckoo,796
2197,Pheasant Cuckoo,203
2198,Pavonine Cuckoo,232
2199,Lesser Ground Cuckoo,290
2200,Greater Roadrunner,2727
2201,Lesser Roadrunner,350
2202,Rufous-vented Ground Cuckoo,112
2203,Scaled Ground Cuckoo,27
2204,Banded Ground Cuckoo,79
2205,Rufous-winged Ground Cuckoo,29
2206,Red-billed Ground Cuckoo,7
2207,Buff-headed Coucal,17
2208,White-necked Coucal,24
2209,Ivory-billed Coucal,23
2210,Biak Coucal,5
2211,Rufous Coucal,25
2212,Green-billed Coucal,95
2213,Black-faced Coucal,51
2214,Black-hooded Coucal,17
2215,Short-toed Coucal,25
2216,Bay Coucal,43
2217,Gabon Coucal,8
2218,Black-throated Coucal,20
2219,Senegal Coucal,652
2220,Blue-headed Coucal,176
2221,Coppery-tailed Coucal,277
2222,White-browed Coucal,1058
2223,Burchell's Coucal,406
2224,Sunda Coucal,58
2225,Greater Coucal,1410
2226,Malagasy Coucal,187
2227,Goliath Coucal,49
2228,Black Coucal,132
2229,Philippine Coucal,97
2230,Lesser Coucal,815
2231,Violaceous Coucal,13
2232,Black-billed Coucal,28
2233,Pheasant Coucal,688
2234,Andaman Coucal,87
2235,Bornean Ground Cuckoo,42
2236,Sumatran Ground Cuckoo,29
2237,Coral-billed Ground Cuckoo,223
2238,Snail-eating Coua,4
2239,Crested Coua,517
2240,Verreaux's Coua,67
2241,Blue Coua,236
2242,Red-capped Coua,257
2243,Red-fronted Coua,86
2244,Coquerel's Coua,110
2245,Running Coua,134
2246,Giant Coua,355
2247,Red-breasted Coua,58
2248,Raffles's Malkoha,203
2249,Blue Malkoha,38
2250,Green Malkoha,36
2251,Sirkeer Malkoha,221
2252,Red-billed Malkoha,148
2253,Yellow-billed Malkoha,90
2254,Chestnut-breasted Malkoha,475
2255,Red-faced Malkoha,108
2256,Chestnut-bellied Malkoha,267
2257,Blue-faced Malkoha,433
2258,Black-bellied Malkoha,130
2259,Green-billed Malkoha,506
2260,Rough-crested Malkoha,50
2261,Scale-feathered Malkoha,17
2262,Chestnut-winged Cuckoo,463
2263,Great Spotted Cuckoo,1750
2264,Levaillant's Cuckoo,232
2265,Jacobin Cuckoo,1045
2266,Little Cuckoo,324
2267,Dwarf Cuckoo,180
2268,Ash-colored Cuckoo,124
2269,Squirrel Cuckoo,2074
2270,Black-bellied Cuckoo,147
2271,Dark-billed Cuckoo,478
2272,Yellow-billed Cuckoo,1657
2273,Pearly-breasted Cuckoo,70
2274,Mangrove Cuckoo,981
2275,Cocos Cuckoo,18
2276,Black-billed Cuckoo,646
2277,Grey-capped Cuckoo,36
2278,Chestnut-bellied Cuckoo,92
2279,Bay-breasted Cuckoo,89
2280,Jamaican Lizard Cuckoo,91
2281,Great Lizard Cuckoo,326
2282,Puerto Rican Lizard Cuckoo,150
2283,Hispaniolan Lizard Cuckoo,288
2284,Thick-billed Cuckoo,54
2285,Dwarf Koel,29
2286,Asian Koel,1656
2287,Black-billed Koel,41
2288,Pacific Koel,489
2289,Pacific Long-tailed Cuckoo,34
2290,Channel-billed Cuckoo,676
2291,Asian Emerald Cuckoo,342
2292,Violet Cuckoo,416
2293,Diederik Cuckoo,734
2294,Klaas's Cuckoo,357
2295,Yellow-throated Cuckoo,49
2296,African Emerald Cuckoo,158
2297,Long-billed Cuckoo,15
2298,Horsfield's Bronze Cuckoo,780
2299,Black-eared Cuckoo,205
2300,Rufous-throated Bronze Cuckoo,33
2301,Shining Bronze Cuckoo,723
2302,White-eared Bronze Cuckoo,28
2303,Little Bronze Cuckoo,464
2304,Pallid Cuckoo,610
2305,White-crowned Cuckoo,10
2306,Chestnut-breasted Cuckoo,76
2307,Fan-tailed Cuckoo,1331
2308,Banded Bay Cuckoo,414
2309,Plaintive Cuckoo,986
2310,Grey-bellied Cuckoo,528
2311,Brush Cuckoo,552
2312,Rusty-breasted Cuckoo,321
2313,Moluccan Cuckoo,28
2314,Dusky Long-tailed Cuckoo,20
2315,Olive Long-tailed Cuckoo,18
2316,Barred Long-tailed Cuckoo,31
2317,Philippine Drongo-Cuckoo,56
2318,Square-tailed Drongo-Cuckoo,482
2319,Fork-tailed Drongo-Cuckoo,182
2320,Moluccan Drongo-Cuckoo,39
2321,Moustached Hawk-Cuckoo,26
2322,Large Hawk-Cuckoo,317
2323,Dark Hawk-Cuckoo,51
2324,Common Hawk-Cuckoo,850
2325,Rufous Hawk-Cuckoo,29
2326,Philippine Hawk-Cuckoo,26
2327,Malaysian Hawk-Cuckoo,118
2328,Hodgson's Hawk-Cuckoo,83
2329,Black Cuckoo,123
2330,Red-chested Cuckoo,268
2331,Lesser Cuckoo,243
2332,Sulawesi Cuckoo,16
2333,Indian Cuckoo,514
2334,Madagascan Cuckoo,50
2335,African Cuckoo,172
2336,Himalayan Cuckoo,263
2337,Oriental Cuckoo,344
2338,Sunda Cuckoo,67
2339,Common Cuckoo,2600
2340,St. Helena Cuckoo,1
2341,Greater Sooty Owl,150
2342,Lesser Sooty Owl,87
2343,Minahassa Masked Owl,24
2344,Taliabu Masked Owl,11
2345,Moluccan Masked Owl,14
2346,Manus Masked Owl,5
2347,Golden Masked Owl,17
2348,Australian Masked Owl,172
2349,Sulawesi Masked Owl,37
2350,Red Owl,58
2351,Western Barn Owl,1670
2352,American Barn Owl,125
2353,Eastern Barn Owl,162
2354,Andaman Masked Owl,19
2355,Ashy-faced Owl,155
2356,African Grass Owl,59
2357,Eastern Grass Owl,146
2358,Congo Bay Owl,5
2359,Oriental Bay Owl,208
2360,Sri Lanka Bay Owl,41
2361,Giant Scops Owl,26
2362,White-fronted Scops Owl,144
2363,Reddish Scops Owl,49
2364,Serendib Scops Owl,94
2365,Sandy Scops Owl,7
2366,Sokoke Scops Owl,99
2367,Andaman Scops Owl,72
2368,Flores Scops Owl,31
2369,Mountain Scops Owl,204
2370,Rajah Scops Owl,29
2371,Javan Scops Owl,39
2372,Mentawai Scops Owl,30
2373,Indian Scops Owl,421
2374,Collared Scops Owl,385
2375,Japanese Scops Owl,38
2376,Sunda Scops Owl,269
2377,Palawan Scops Owl,39
2378,Philippine Scops Owl,79
2379,Everett's Scops Owl,13
2380,Negros Scops Owl,34
2381,Wallace's Scops Owl,6
2382,Mindanao Scops Owl,19
2383,Luzon Scops Owl,25
2384,Mindoro Scops Owl,25
2385,Pallid Scops Owl,179
2386,African Scops Owl,330
2387,Arabian Scops Owl,71
2388,Eurasian Scops Owl,987
2389,Cyprus Scops Owl,44
2390,Oriental Scops Owl,453
2391,Socotra Scops Owl,8
2392,Moluccan Scops Owl,76
2393,Rinjani Scops Owl,35
2394,Sula Scops Owl,17
2395,Siau Scops Owl,37
2396,Mantanani Scops Owl,79
2397,Ryukyu Scops Owl,107
2398,Sulawesi Scops Owl,106
2399,Sangihe Scops Owl,18
2400,Biak Scops Owl,17
2401,Seychelles Scops Owl,23
2402,Simeulue Scops Owl,30
2403,Enggano Scops Owl,25
2404,Nicobar Scops Owl,21
2405,Pemba Scops Owl,30
2406,Karthala Scops Owl,16
2407,Anjouan Scops Owl,27
2408,Moheli Scops Owl,28
2409,Mayotte Scops Owl,25
2410,Torotoroka Scops Owl,66
2411,Rainforest Scops Owl,156
2412,Sao Tome Scops Owl,27
2413,Reunion Owl,2
2414,Mauritius Owl,6
2415,Rodrigues Owl,3
2416,Flammulated Owl,225
2417,Eastern Screech Owl,1394
2418,Western Screech Owl,758
2419,Balsas Screech Owl,38
2420,Pacific Screech Owl,235
2421,Whiskered Screech Owl,263
2422,Tropical Screech Owl,1396
2423,West Peruvian Screech Owl,55
2424,Koepcke's Screech Owl,69
2425,Bare-shanked Screech Owl,159
2426,Bearded Screech Owl,61
2427,Rufescent Screech Owl,77
2429,Cinnamon Screech Owl,81
2430,Cloud-forest Screech Owl,22
2431,Tawny-bellied Screech Owl,157
2432,Middle American Screech Owl,142
2433,Vermiculated Screech Owl,56
2434,Foothill Screech Owl,35
2436,Choco Screech Owl,39
2437,Yungas Screech Owl,44
2438,Black-capped Screech Owl,91
2439,Long-tufted Screech Owl,111
2440,Puerto Rican Screech Owl,77
2441,White-throated Screech Owl,104
2442,Palau Owl,30
2443,Bare-legged Owl,157
2444,Northern White-faced Owl,396
2445,Southern White-faced Owl,410
2446,Snowy Owl,2515
2447,Great Horned Owl,2028
2448,Lesser Horned Owl,383
2449,Eurasian Eagle-Owl,1969
2450,Indian Eagle-Owl,1065
2451,Pharaoh Eagle-Owl,287
2452,Cape Eagle-Owl,365
2453,Spotted Eagle-Owl,1291
2454,Greyish Eagle-Owl,202
2455,Fraser's Eagle-Owl,53
2456,Usambara Eagle-Owl,24
2457,Spot-bellied Eagle-Owl,200
2458,Barred Eagle-Owl,476
2459,Shelley's Eagle-Owl,16
2460,Verreaux's Eagle-Owl,1062
2461,Dusky Eagle-Owl,190
2462,Akun Eagle-Owl,37
2463,Philippine Eagle-Owl,173
2464,Blakiston's Fish Owl,311
2465,Brown Fish Owl,757
2466,Tawny Fish Owl,337
2467,Buffy Fish Owl,763
2468,Pel's Fishing Owl,196
2469,Rufous Fishing Owl,22
2470,Vermiculated Fishing Owl,40
2471,Spotted Wood Owl,947
2472,Mottled Wood Owl,250
2473,Brown Wood Owl,742
2474,Tawny Owl,1815
2475,Himalayan Owl,50
2476,Omani Owl,28
2477,Desert Owl,54
2478,Spotted Owl,815
2479,Barred Owl,2090
2480,Cinereous Owl,26
2481,Fulvous Owl,171
2482,Rusty-barred Owl,212
2483,Chaco Owl,227
2484,Rufous-legged Owl,253
2485,Ural Owl,1767
2486,Pere David's Owl,14
2487,Great Grey Owl,2477
2488,African Wood Owl,439
2489,Mottled Owl,701
2490,Rufous-banded Owl,158
2491,Black-and-white Owl,548
2492,Black-banded Owl,361
2493,Maned Owl,24
2494,Crested Owl,492
2495,Spectacled Owl,1516
2496,Tawny-browed Owl,346
2497,Band-bellied Owl,124
2498,Northern Hawk-Owl,2729
2499,Eurasian Pygmy Owl,1731
2500,Collared Owlet,532
2501,Pearl-spotted Owlet,944
2502,Northern Pygmy Owl,626
2503,Mountain Pygmy Owl,1072
2504,Baja Pygmy Owl,50
2505,Guatemalan Pygmy Owl,74
2506,Costa Rican Pygmy Owl,235
2507,Andean Pygmy Owl,216
2508,Cloud-forest Pygmy Owl,128
2509,Yungas Pygmy Owl,72
2510,Colima Pygmy Owl,112
2511,Tamaulipas Pygmy Owl,83
2512,Pernambuco Pygmy Owl,7
2513,Central American Pygmy Owl,131
2514,Subtropical Pygmy Owl,20
2515,Amazonian Pygmy Owl,106
2516,East Brazilian Pygmy Owl,111
2517,Ferruginous Pygmy Owl,2336
2518,Pacific Pygmy Owl,223
2519,Austral Pygmy Owl,377
2520,Cuban Pygmy Owl,471
2521,Red-chested Owlet,56
2522,Sjöstedt's Barred Owlet,14
2523,Asian Barred Owlet,948
2524,Javan Owlet,35
2525,Jungle Owlet,734
2526,Chestnut-backed Owlet,185
2527,African Barred Owlet,337
2528,Albertine Owlet,8
2529,Long-whiskered Owlet,143
2530,Elf Owl,494
2531,Little Owl,2676
2532,Spotted Owlet,2220
2533,Burrowing Owl,3059
2534,Forest Owlet,126
2535,Boreal Owl,1484
2536,Northern Saw-whet Owl,2101
2537,Bermuda Saw-whet Owl,12
2538,Unspotted Saw-whet Owl,130
2539,Buff-fronted Owl,147
2540,Rufous Owl,368
2541,Togian Boobook,19
2542,Powerful Owl,1439
2543,Barking Owl,930
2544,Sumba Boobook,26
2545,Australian Boobook,479
2546,Morepork,879
2547,Brown Hawk-Owl,882
2548,Northern Boobook,188
2549,Chocolate Boobook,35
2550,Hume's Hawk-Owl,28
2551,Andaman Hawk-Owl,63
2553,Luzon Hawk-Owl,90
2554,Mindanao Hawk-Owl,13
2555,Mindoro Hawk-Owl,16
2556,Romblon Hawk-Owl,6
2557,Cebu Hawk-Owl,31
2558,Camiguin Hawk-Owl,42
2559,Sulu Hawk-Owl,7
2560,Ochre-bellied Boobook,191
2561,Cinnabar Boobook,24
2562,Seram Boobook,23
2563,Halmahera Boobook,16
2564,Tanimbar Boobook,19
2565,Christmas Boobook,61
2566,Papuan Boobook,26
2567,Manus Boobook,8
2568,Speckled Boobook,53
2569,New Ireland Boobook,5
2570,New Britain Boobook,31
2571,Solomons Boobook,12
2572,Little Sumba Hawk-Owl,13
2573,Papuan Hawk-Owl,22
2574,Laughing Owl,63
2575,Jamaican Owl,131
2576,Striped Owl,848
2577,Fearful Owl,24
2578,Stygian Owl,461
2579,Long-eared Owl,2085
2580,Abyssinian Owl,65
2581,Madagascan Owl,46
2582,Short-eared Owl,2449
2583,Marsh Owl,273
2584,Marbled Frogmouth,76
2585,Papuan Frogmouth,213
2586,Tawny Frogmouth,2028
2587,Solomons Frogmouth,29
2588,Large Frogmouth,148
2589,Dulit Frogmouth,41
2590,Philippine Frogmouth,140
2591,Gould's Frogmouth,128
2592,Sri Lanka Frogmouth,438
2593,Hodgson's Frogmouth,80
2594,Sumatran Frogmouth,45
2595,Bornean Frogmouth,13
2596,Javan Frogmouth,128
2597,Blyth's Frogmouth,74
2598,Palawan Frogmouth,50
2599,Sunda Frogmouth,41
2600,Oilbird,328
2601,Great Potoo,418
2602,Long-tailed Potoo,110
2603,Northern Potoo,303
2604,Common Potoo,1202
2605,Andean Potoo,70
2606,White-winged Potoo,22
2607,Rufous Potoo,75
2608,Spotted Nightjar,112
2609,White-throated Nightjar,63
2610,Solomons Nightjar,2
2611,New Caledonian Nightjar,1
2612,Satanic Nightjar,60
2613,Papuan Nightjar,3
2614,Archbold's Nightjar,4
2615,Malaysian Eared Nightjar,13
2616,Great Eared Nightjar,82
2617,Collared Nightjar,141
2618,Nacunda Nighthawk,308
2619,Least Nighthawk,84
2620,Sand-colored Nighthawk,209
2621,Lesser Nighthawk,1054
2622,Common Nighthawk,2261
2623,Antillean Nighthawk,427
2624,Short-tailed Nighthawk,68
2625,Rufous-bellied Nighthawk,13
2626,Band-tailed Nighthawk,75
2627,Plain-tailed Nighthawk,7
2628,Blackish Nightjar,131
2629,Pygmy Nightjar,59
2630,Pauraque,960
2631,Anthony's Nightjar,17
2632,Todd's Nightjar,3
2633,Little Nightjar,120
2634,Roraiman Nightjar,7
2635,Cayenne Nightjar,7
2636,Sickle-winged Nightjar,75
2637,White-winged Nightjar,85
2638,Band-winged Nightjar,177
2639,Tschudi's Nightjar,22
2640,Swallow-tailed Nightjar,88
2641,Lyre-tailed Nightjar,158
2642,White-tailed Nightjar,148
2643,Spot-tailed Nightjar,84
2644,Ladder-tailed Nightjar,323
2645,Scissor-tailed Nightjar,291
2646,Long-trained Nightjar,47
2647,Least Poorwill,23
2648,Jamaican Poorwill,7
2649,Choco Poorwill,14
2650,Eared Poorwill,14
2651,Yucatan Poorwill,22
2652,Ocellated Poorwill,83
2653,Common Poorwill,316
2654,Chuck-will's-widow,323
2655,Rufous Nightjar,86
2656,Cuban Nightjar,46
2657,Hispaniolan Nightjar,19
2658,Tawny-collared Nightjar,9
2659,Yucatan Nightjar,46
2660,Silky-tailed Nightjar,21
2661,Buff-collared Nightjar,103
2662,Eastern Whip-poor-will,238
2663,Mexican Whip-poor-will,51
2664,Puerto Rican Nightjar,31
2665,Dusky Nightjar,64
2666,Brown Nightjar,8
2667,Red-necked Nightjar,599
2668,Jungle Nightjar,196
2669,Grey Nightjar,157
2670,Palau Nightjar,6
2671,European Nightjar,1210
2672,Sombre Nightjar,13
2673,Rufous-cheeked Nightjar,45
2674,Egyptian Nightjar,177
2675,Sykes's Nightjar,51
2676,Vaurie's Nightjar,2
2677,Nubian Nightjar,58
2678,Golden Nightjar,59
2679,Jerdon's Nightjar,59
2680,Large-tailed Nightjar,695
2681,Mees's Nightjar,11
2682,Andaman Nightjar,26
2683,Philippine Nightjar,63
2684,Sulawesi Nightjar,4
2685,Donaldson Smith's Nightjar,42
2686,Black-shouldered Nightjar,14
2687,Fiery-necked Nightjar,120
2688,Montane Nightjar,60
2689,Indian Nightjar,268
2690,Madagascan Nightjar,105
2691,Swamp Nightjar,42
2692,Nechisar Nightjar,5
2693,Plain Nightjar,50
2694,Star-spotted Nightjar,22
2695,Savanna Nightjar,456
2696,Freckled Nightjar,40
2697,Bonaparte's Nightjar,9
2698,Salvadori's Nightjar,16
2699,Prigogine's Nightjar,2
2700,Bates's Nightjar,4
2701,Long-tailed Nightjar,170
2702,Slender-tailed Nightjar,132
2703,Square-tailed Nightjar,100
2704,Standard-winged Nightjar,107
2705,Pennant-winged Nightjar,91
2706,Feline Owlet-nightjar,74
2707,Starry Owlet-nightjar,5
2708,Moluccan Owlet-nightjar,48
2709,Wallace's Owlet-nightjar,10
2710,Mountain Owlet-nightjar,74
2711,New Caledonian Owlet-nightjar,14
2712,Barred Owlet-nightjar,36
2713,Vogelkop Owlet-nightjar,9
2714,Australian Owlet-nightjar,352
2715,Crested Treeswift,411
2716,Grey-rumped Treeswift,507
2717,Whiskered Treeswift,528
2718,Moustached Treeswift,114
2719,Spot-fronted Swift,38
2720,White-chinned Swift,78
2721,White-fronted Swift,17
2722,Sooty Swift,47
2723,Rothschild's Swift,49
2724,American Black Swift,473
2725,White-chested Swift,28
2726,Great Dusky Swift,199
2727,Tepui Swift,11
2728,Chestnut-collared Swift,122
2729,White-collared Swift,533
2730,Biscutate Swift,62
2731,White-naped Swift,32
2732,Giant Swiftlet,7
2733,Plume-toed Swiftlet,61
2734,Grey-rumped Swiftlet,42
2735,Ridgetop Swiftlet,29
2736,Tenggara Swiftlet,16
2737,Drab Swiftlet,24
2738,Glossy Swiftlet,215
2739,Satin Swiftlet,24
2740,Bornean Swiftlet,45
2741,Cave Swiftlet,114
2742,Christmas Island Swiftlet,18
2743,Pygmy Swiftlet,34
2744,Seychelles Swiftlet,33
2745,Mascarene Swiftlet,52
2746,Indian Swiftlet,89
2747,Philippine Swiftlet,24
2748,Halmahera Swiftlet,7
2749,Sulawesi Swiftlet,16
2750,Seram Swiftlet,7
2751,Mountain Swiftlet,16
2752,White-rumped Swiftlet,112
2753,Australian Swiftlet,72
2754,Himalayan Swiftlet,147
2755,Volcano Swiftlet,5
2756,Whitehead's Swiftlet,1
2757,Bare-legged Swiftlet,3
2758,Mayr's Swiftlet,3
2759,Mossy-nest Swiftlet,44
2760,Uniform Swiftlet,103
2761,Ameline Swiftlet,23
2762,Palau Swiftlet,11
2763,Mariana Swiftlet,26
2764,Island Swiftlet,18
2765,Tahiti Swiftlet,8
2766,Atiu Swiftlet,16
2767,Marquesan Swiftlet,7
2768,Black-nest Swiftlet,71
2769,Edible-nest Swiftlet,83
2770,Germain's Swiftlet,173
2771,Three-toed Swiftlet,2
2772,Scarce Swift,33
2774,Philippine Spine-tailed Swift,17
2775,Papuan Spine-tailed Swift,26
2776,Madagascan Spinetail,23
2777,Sao Tome Spinetail,26
2778,White-rumped Spinetail,37
2779,Mottled Spinetail,71
2780,Black Spinetail,13
2781,Silver-rumped Spinetail,56
2782,Sabine's Spinetail,29
2783,Cassin's Spinetail,29
2784,Böhm's Spinetail,46
2785,White-throated Needletail,413
2786,Silver-backed Needletail,88
2787,Brown-backed Needletail,218
2788,Purple Needletail,52
2789,Lesser Antillean Swift,32
2790,Band-rumped Swift,57
2791,Costa Rican Swift,49
2792,Pale-rumped Swift,39
2793,Grey-rumped Swift,88
2794,Vaux's Swift,763
2795,Sick's Swift,111
2796,Chimney Swift,523
2797,Chapman's Swift,37
2798,Mato Grosso Swift,27
2799,Short-tailed Swift,141
2800,White-throated Swift,710
2801,White-tipped Swift,63
2802,Andean Swift,111
2803,Antillean Palm Swift,241
2804,Pygmy Palm Swift,3
2805,Neotropical Palm Swift,154
2806,Great Swallow-tailed Swift,69
2807,Lesser Swallow-tailed Swift,116
2808,African Palm Swift,233
2809,Asian Palm Swift,317
2810,Alpine Swift,1257
2811,Mottled Swift,57
2812,Cape Verde Swift,72
2813,Common Swift,1195
2814,Plain Swift,165
2815,Nyanza Swift,39
2816,Pallid Swift,1045
2817,African Black Swift,88
2818,Malagasy Black Swift,19
2819,Fernando Po Swift,9
2820,Forbes-Watson's Swift,37
2821,Bradfield's Swift,32
2822,Pacific Swift,458
2823,Salim Ali's Swift,20
2824,Blyth's Swift,29
2825,Cook's Swift,61
2826,Dark-rumped Swift,22
2827,Little Swift,755
2828,House Swift,359
2829,Horus Swift,69
2830,White-rumped Swift,344
2831,Bates's Swift,16
2832,Saw-billed Hermit,481
2833,White-tipped Sicklebill,285
2834,Buff-tailed Sicklebill,77
2835,Hook-billed Hermit,72
2836,Rufous-breasted Hermit,543
2837,Bronzy Hermit,93
2838,Band-tailed Barbthroat,226
2839,Sooty Barbthroat,16
2840,Pale-tailed Barbthroat,77
2841,Broad-tipped Hermit,53
2842,White-whiskered Hermit,309
2843,Green Hermit,915
2844,White-bearded Hermit,125
2845,Long-billed Hermit,618
2846,Mexican Hermit,31
2847,Long-tailed Hermit,232
2848,Great-billed Hermit,165
2849,Tawny-bellied Hermit,195
2850,Koepcke's Hermit,109
2851,Needle-billed Hermit,55
2852,Straight-billed Hermit,87
2853,Pale-bellied Hermit,175
2854,Scale-throated Hermit,375
2855,Planalto Hermit,557
2856,Sooty-capped Hermit,115
2857,Buff-bellied Hermit,47
2858,Dusky-throated Hermit,127
2859,Streak-throated Hermit,41
2860,Little Hermit,172
2861,Minute Hermit,102
2862,Cinnamon-throated Hermit,30
2863,Reddish Hermit,392
2864,White-browed Hermit,28
2865,Black-throated Hermit,67
2866,Tapajos Hermit,14
2867,Stripe-throated Hermit,439
2868,Grey-chinned Hermit,70
2869,Tooth-billed Hummingbird,63
2870,Green-fronted Lancebill,302
2871,Blue-fronted Lancebill,92
2872,Scaly-breasted Hummingbird,571
2873,Curve-winged Sabrewing,113
2874,Wedge-tailed Sabrewing,148
2875,Long-tailed Sabrewing,44
2876,Grey-breasted Sabrewing,357
2877,Rufous Sabrewing,113
2878,Rufous-breasted Sabrewing,31
2879,Violet Sabrewing,1644
2880,White-tailed Sabrewing,212
2881,Lazuline Sabrewing,169
2882,Santa Marta Sabrewing,29
2883,Napo Sabrewing,129
2884,Buff-breasted Sabrewing,19
2885,Sombre Hummingbird,523
2886,Swallow-tailed Hummingbird,2153
2887,White-necked Jacobin,2523
2888,Black Jacobin,1085
2889,Brown Violetear,1707
2890,Mexican Violetear,1492
2891,Lesser Violetear,1144
2892,Sparkling Violetear,2245
2893,White-vented Violetear,563
2894,Green-throated Mango,131
2895,Green-breasted Mango,1013
2896,Black-throated Mango,2032
2897,Veraguan Mango,99
2898,Antillean Mango,1078
2899,Green Mango,171
2900,Jamaican Mango,233
2901,Fiery-tailed Awlbill,51
2902,Crimson Topaz,282
2903,Fiery Topaz,74
2904,Purple-throated Carib,572
2905,Green-throated Carib,660
2906,Ruby-topaz Hummingbird,1246
2907,Antillean Crested Hummingbird,782
2908,Violet-headed Hummingbird,692
2909,Green-crowned Plovercrest,391
2910,Purple-crowned Plovercrest,82
2911,Emerald-chinned Hummingbird,123
2912,Tufted Coquette,700
2913,Dot-eared Coquette,29
2914,Frilled Coquette,480
2915,Short-crested Coquette,44
2916,Rufous-crested Coquette,740
2917,Spangled Coquette,134
2918,Festive Coquette,763
2919,Peacock Coquette,48
2920,Black-crested Coquette,508
2921,White-crested Coquette,215
2922,Wire-crested Thorntail,401
2923,Black-bellied Thorntail,117
2924,Letitia's Thorntail,2
2925,Green Thorntail,1159
2926,Racket-tailed Coquette,83
2927,Red-billed Streamertail,467
2928,Black-billed Streamertail,101
2929,Blue-chinned Sapphire,349
2930,Golden-crowned Emerald,95
2931,Cozumel Emerald,144
2932,Canivet's Emerald,538
2933,Garden Emerald,189
2934,Blue-tailed Emerald,657
2935,Western Emerald,560
2936,Red-billed Emerald,161
2937,Chiribiquete Emerald,9
